Year,Observation status,Unit multiplier,Nature of data points,Frequency of observation,Reporting type,SERIES,Reference area,Sex,Age,Degree of urbanisation,UNIT_MEASURE,Value
2010,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Viet Nam,Female,20 to 24 years old,,Percent,0.5
2014,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Viet Nam,Female,20 to 24 years old,,Percent,0.9
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Viet Nam,Female,20 to 24 years old,,Percent,0.4
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Viet Nam,Female,20 to 24 years old,Urban,Percent,0.1
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Viet Nam,Female,20 to 24 years old,Rural,Percent,0.5
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Red River Delta,Female,20 to 24 years old,,Percent,0.1
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Northern midlands and mountain areas,Female,20 to 24 years old,,Percent,1.3
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Northern Central area and Central coastal area,Female,20 to 24 years old,,Percent,0.2
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Central Highlands,Female,20 to 24 years old,,Percent,0.9
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],South East,Female,20 to 24 years old,,Percent,0.1
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Mekong River Delta,Female,20 to 24 years old,,Percent,0.3
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Ha Noi,Female,20 to 24 years old,,Percent,0.1
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Vinh Phuc,Female,20 to 24 years old,,Percent,0.1
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Bac Ninh,Female,20 to 24 years old,,Percent,0.0
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Quang Ninh,Female,20 to 24 years old,,Percent,0.2
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Hai Duong,Female,20 to 24 years old,,Percent,0.1
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Hai Phong,Female,20 to 24 years old,,Percent,0.1
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Hung Yen,Female,20 to 24 years old,,Percent,0.1
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Thai Binh,Female,20 to 24 years old,,Percent,0.0
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Ha Nam,Female,20 to 24 years old,,Percent,0.0
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Nam Dinh,Female,20 to 24 years old,,Percent,0.0
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Ninh Binh,Female,20 to 24 years old,,Percent,0.0
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Ha Giang,Female,20 to 24 years old,,Percent,1.4
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Cao Bang,Female,20 to 24 years old,,Percent,2.4
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Bac Kan,Female,20 to 24 years old,,Percent,2.8
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Tuyen Quang,Female,20 to 24 years old,,Percent,0.6
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Lao Cai,Female,20 to 24 years old,,Percent,2.0
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Yen Bai,Female,20 to 24 years old,,Percent,1.8
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Thai  Nguyen,Female,20 to 24 years old,,Percent,0.2
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Lang Son,Female,20 to 24 years old,,Percent,0.3
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Bac Giang,Female,20 to 24 years old,,Percent,0.1
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Phu Tho,Female,20 to 24 years old,,Percent,0.1
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Dien Bien,Female,20 to 24 years old,,Percent,3.5
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Lai Chau,Female,20 to 24 years old,,Percent,3.7
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Son La,Female,20 to 24 years old,,Percent,3.3
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Hoa Binh,Female,20 to 24 years old,,Percent,0.5
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Thanh Hoa,Female,20 to 24 years old,,Percent,0.2
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Nghe An,Female,20 to 24 years old,,Percent,0.3
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Ha Tinh,Female,20 to 24 years old,,Percent,0.0
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Quang Binh,Female,20 to 24 years old,,Percent,0.0
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Quang Tri,Female,20 to 24 years old,,Percent,0.6
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Thua Thien-Hue,Female,20 to 24 years old,,Percent,0.1
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Da Nang,Female,20 to 24 years old,,Percent,0.1
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Quang  Nam,Female,20 to 24 years old,,Percent,0.1
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Quang  Ngai,Female,20 to 24 years old,,Percent,0.9
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Binh Dinh,Female,20 to 24 years old,,Percent,0.1
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Phu Yen,Female,20 to 24 years old,,Percent,0.6
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Khanh  Hoa,Female,20 to 24 years old,,Percent,0.2
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Ninh  Thuan,Female,20 to 24 years old,,Percent,0.6
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Binh Thuan,Female,20 to 24 years old,,Percent,0.1
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Kon Tum,Female,20 to 24 years old,,Percent,0.8
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Gia Lai,Female,20 to 24 years old,,Percent,1.8
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Dak Lak,Female,20 to 24 years old,,Percent,0.5
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Dak Nong,Female,20 to 24 years old,,Percent,1.2
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Lam Dong,Female,20 to 24 years old,,Percent,0.4
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Binh Phuoc,Female,20 to 24 years old,,Percent,0.3
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Tay Ninh,Female,20 to 24 years old,,Percent,0.2
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Binh  Duong,Female,20 to 24 years old,,Percent,0.1
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Dong Nai,Female,20 to 24 years old,,Percent,0.1
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Ba Ria - Vung Tau,Female,20 to 24 years old,,Percent,0.1
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Ho Chi Minh city,Female,20 to 24 years old,,Percent,0.1
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Long An,Female,20 to 24 years old,,Percent,0.2
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Tien Giang,Female,20 to 24 years old,,Percent,0.2
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Ben Tre,Female,20 to 24 years old,,Percent,0.0
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Tra Vinh,Female,20 to 24 years old,,Percent,0.2
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Vinh Long,Female,20 to 24 years old,,Percent,0.2
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Dong Thap,Female,20 to 24 years old,,Percent,0.3
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],An Giang,Female,20 to 24 years old,,Percent,0.8
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Kien  Giang,Female,20 to 24 years old,,Percent,0.3
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Can Tho,Female,20 to 24 years old,,Percent,0.1
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Hau Giang,Female,20 to 24 years old,,Percent,0.4
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Soc Trang,Female,20 to 24 years old,,Percent,0.2
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Bac Lieu,Female,20 to 24 years old,,Percent,0.3
2019,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 15 [5.3.1],Ca Mau,Female,20 to 24 years old,,Percent,0.3
2010,Normal value,Units,Not Available,Annual,National,Proportion of women aged 20-24 years who were married or in a union before age 18 [5.3.1],Viet Nam,Female,20 to 24 years old,,Percent,9.3
