Year,Observation status,Unit multiplier,Nature of data points,Frequency of observation,Reporting type,SERIES,Reference area,Sex,Age,Degree of urbanisation,UNIT_MEASURE,Value
2019,Normal value,Units,Not Available,Annual,National,Proportion of women and girls aged 15 years and older subjected to sexual violence by persons other than an intimate partner in the previous 12 months [5.2.2],Viet Nam,Female,15 years old and over,,Percent,1.2
2019,Normal value,Units,Not Available,Annual,National,Proportion of women and girls aged 15 years and older subjected to sexual violence by persons other than an intimate partner in the previous 12 months [5.2.2],Viet Nam,Female,15 years old and over,Urban,Percent,1.4
2019,Normal value,Units,Not Available,Annual,National,Proportion of women and girls aged 15 years and older subjected to sexual violence by persons other than an intimate partner in the previous 12 months [5.2.2],Viet Nam,Female,15 years old and over,Rural,Percent,1.1
2019,Normal value,Units,Not Available,Annual,National,Proportion of women and girls aged 15 years and older subjected to sexual violence by persons other than an intimate partner in the previous 12 months [5.2.2],Viet Nam,Female,15 to 19 years old,,Percent,5.4
2019,Normal value,Units,Not Available,Annual,National,Proportion of women and girls aged 15 years and older subjected to sexual violence by persons other than an intimate partner in the previous 12 months [5.2.2],Viet Nam,Female,20 to 24 years old,,Percent,3.6
2019,Normal value,Units,Not Available,Annual,National,Proportion of women and girls aged 15 years and older subjected to sexual violence by persons other than an intimate partner in the previous 12 months [5.2.2],Viet Nam,Female,25 to 29 years old,,Percent,2.0
2019,Normal value,Units,Not Available,Annual,National,Proportion of women and girls aged 15 years and older subjected to sexual violence by persons other than an intimate partner in the previous 12 months [5.2.2],Viet Nam,Female,30 to 34 years old,,Percent,0.8
2019,Normal value,Units,Not Available,Annual,National,Proportion of women and girls aged 15 years and older subjected to sexual violence by persons other than an intimate partner in the previous 12 months [5.2.2],Viet Nam,Female,35 to 39 years old,,Percent,0.8
2019,Normal value,Units,Not Available,Annual,National,Proportion of women and girls aged 15 years and older subjected to sexual violence by persons other than an intimate partner in the previous 12 months [5.2.2],Viet Nam,Female,40 to 44 years old,,Percent,0.2
2019,Normal value,Units,Not Available,Annual,National,Proportion of women and girls aged 15 years and older subjected to sexual violence by persons other than an intimate partner in the previous 12 months [5.2.2],Viet Nam,Female,45 to 49 years old,,Percent,0.3
2019,Normal value,Units,Not Available,Annual,National,Proportion of women and girls aged 15 years and older subjected to sexual violence by persons other than an intimate partner in the previous 12 months [5.2.2],Viet Nam,Female,50 to 54 years old,,Percent,0.2
2019,Normal value,Units,Not Available,Annual,National,Proportion of women and girls aged 15 years and older subjected to sexual violence by persons other than an intimate partner in the previous 12 months [5.2.2],Viet Nam,Female,55 to 64 years old,,Percent,0.2
